NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1.11,0.98,0.0,0.2,2.28
0.0,0.0,2.28,0.0,2.28
0.51,0.12,1.63,0.02,2.28
0.38,0.07,0.01,1.82,2.28
1.01,0.9,0.0,0.37,2.28
1.05,0.77,0.1,0.36,2.28
0.07,2.0,0.02,0.18,2.28
1.12,0.39,0.64,0.12,2.27
1.34,0.62,0.0,0.31,2.27
1.07,0.92,0.04,0.24,2.27
1.22,0.1,0.91,0.04,2.27
0.9,0.73,0.54,0.09,2.26
1.4,0.54,0.02,0.3,2.26
1.19,0.84,0.0,0.23,2.26
1.34,0.57,0.14,0.21,2.26
0.28,0.79,0.87,0.32,2.25
0.62,0.44,1.06,0.13,2.25
1.52,0.46,0.2,0.08,2.25
1.48,0.25,0.46,0.06,2.25
1.93,0.15,0.0,0.17,2.25
0.67,0.41,1.05,0.11,2.25
0.51,0.51,0.91,0.32,2.25
1.19,0.71,0.22,0.13,2.24
1.29,0.83,0.0,0.11,2.23
1.74,0.25,0.21,0.03,2.23
1.42,0.61,0.0,0.21,2.23
1.09,0.85,0.0,0.28,2.23
1.27,0.62,0.18,0.16,2.22
0.88,1.03,0.0,0.31,2.22
1.71,0.32,0.02,0.18,2.22
1.0,0.63,0.45,0.13,2.22
1.03,0.98,0.0,0.21,2.22
1.45,0.55,0.02,0.19,2.21
1.47,0.55,0.0,0.19,2.21
1.06,0.82,0.05,0.28,2.21
1.78,0.24,0.0,0.18,2.2
2.06,0.12,0.0,0.02,2.2
2.01,0.02,0.0,0.17,2.2
1.11,0.51,0.34,0.23,2.2
0.15,0.0,2.05,0.0,2.2
1.28,0.68,0.02,0.21,2.2
1.06,0.91,0.0,0.23,2.2
0.34,0.97,0.55,0.33,2.19
1.17,0.78,0.02,0.22,2.19
1.68,0.44,0.0,0.08,2.19
0.87,0.17,1.1,0.05,2.19
1.04,0.72,0.3,0.13,2.19
0.59,1.07,0.07,0.45,2.19
0.0,0.0,2.17,0.01,2.18
1.92,0.2,0.0,0.06,2.18
1.21,0.78,0.01,0.17,2.18
1.97,0.07,0.0,0.13,2.18
1.29,0.04,0.73,0.12,2.18
1.48,0.17,0.47,0.06,2.17
1.27,0.68,0.01,0.2,2.17
1.6,0.46,0.08,0.03,2.17
0.48,0.11,1.56,0.02,2.17
1.23,0.83,0.0,0.1,2.16
1.51,0.47,0.0,0.18,2.16
1.5,0.55,0.02,0.08,2.15
0.54,1.16,0.13,0.32,2.15
0.14,0.03,1.98,0.0,2.15
0.6,1.41,0.0,0.14,2.15
0.52,1.03,0.0,0.59,2.14
0.66,0.0,1.45,0.03,2.14
0.01,0.0,2.13,0.0,2.14
1.47,0.38,0.19,0.1,2.14
1.2,0.84,0.0,0.1,2.14
1.99,0.12,0.0,0.02,2.13
1.04,0.81,0.0,0.27,2.13
0.64,0.07,1.35,0.08,2.13
0.82,0.37,0.89,0.05,2.13
0.59,1.16,0.06,0.33,2.13
0.93,0.97,0.02,0.21,2.12
0.91,0.05,1.07,0.09,2.12
1.47,0.09,0.45,0.11,2.12
1.37,0.61,0.05,0.09,2.12
0.83,0.33,0.92,0.04,2.12
1.61,0.27,0.05,0.18,2.11
1.2,0.62,0.0,0.29,2.11
1.68,0.4,0.0,0.03,2.11
0.11,1.34,0.4,0.26,2.11
1.68,0.31,0.02,0.09,2.11
0.9,0.45,0.63,0.13,2.11
1.35,0.56,0.0,0.2,2.11
0.63,0.21,1.13,0.13,2.11
1.63,0.33,0.0,0.15,2.11
0.94,0.07,1.05,0.04,2.1
1.17,0.72,0.0,0.22,2.1
1.54,0.44,0.04,0.07,2.1
1.77,0.13,0.02,0.18,2.1
1.41,0.51,0.01,0.17,2.1
0.99,0.63,0.29,0.19,2.09
0.0,0.0,1.96,0.14,2.09
1.16,0.65,0.08,0.2,2.09
1.26,0.6,0.05,0.18,2.09
1.84,0.12,0.01,0.13,2.09
1.97,0.0,0.0,0.12,2.09
0.92,0.94,0.0,0.22,2.09
0.7,0.93,0.14,0.32,2.09
0.46,0.42,0.96,0.25,2.09
1.77,0.32,0.0,0.0,2.08
1.11,0.71,0.0,0.27,2.08
0.63,1.02,0.05,0.39,2.08
1.36,0.52,0.0,0.2,2.08
0.97,0.33,0.73,0.06,2.08
0.59,0.99,0.13,0.36,2.08
2.04,0.04,0.0,0.0,2.08
0.89,1.08,0.0,0.11,2.08
0.79,0.94,0.0,0.35,2.08
1.54,0.46,0.0,0.08,2.07
0.63,0.42,0.75,0.26,2.07
1.48,0.39,0.0,0.19,2.07
0.75,0.54,0.54,0.23,2.07
1.64,0.36,0.0,0.07,2.07
1.04,0.8,0.01,0.22,2.06
0.73,0.97,0.02,0.34,2.06
1.2,0.63,0.04,0.19,2.06
0.71,0.52,0.74,0.08,2.06
1.15,0.77,0.04,0.1,2.06
0.68,0.46,0.79,0.13,2.06
1.06,0.62,0.13,0.25,2.06
0.89,0.57,0.46,0.13,2.06
0.73,0.92,0.04,0.37,2.05
1.23,0.64,0.0,0.19,2.05
1.43,0.33,0.04,0.25,2.05
1.16,0.06,0.83,0.0,2.05
1.47,0.48,0.05,0.06,2.05
0.71,0.83,0.15,0.35,2.05
1.75,0.25,0.0,0.05,2.05
0.48,1.29,0.02,0.25,2.05
1.11,0.27,0.53,0.14,2.04
1.45,0.42,0.01,0.16,2.04
0.73,1.09,0.0,0.23,2.04
1.74,0.02,0.0,0.28,2.04
0.71,1.02,0.0,0.31,2.04
1.2,0.48,0.29,0.07,2.04
0.58,1.06,0.03,0.37,2.04
1.53,0.25,0.0,0.25,2.03
1.25,0.61,0.13,0.05,2.03
1.47,0.4,0.0,0.16,2.03
1.57,0.18,0.0,0.27,2.03
1.05,0.67,0.0,0.3,2.02
1.81,0.05,0.01,0.15,2.02
1.76,0.09,0.0,0.17,2.02
0.82,0.98,0.04,0.18,2.02
0.49,1.27,0.0,0.25,2.01
1.2,0.62,0.0,0.18,2.01
0.77,0.85,0.01,0.37,2.0
0.89,0.45,0.53,0.13,2.0
0.35,1.31,0.02,0.33,2.0
0.52,0.16,1.29,0.03,2.0
1.48,0.3,0.0,0.22,2.0
0.95,0.64,0.27,0.13,1.99
0.75,0.3,0.9,0.04,1.99
1.21,0.64,0.05,0.09,1.99
0.75,1.09,0.02,0.12,1.98
0.93,0.27,0.75,0.04,1.98
1.25,0.58,0.0,0.16,1.98
1.11,0.63,0.07,0.16,1.98
0.72,0.86,0.08,0.32,1.97
0.99,0.8,0.0,0.18,1.97
0.74,0.95,0.0,0.28,1.97
1.2,0.59,0.0,0.19,1.97
0.71,0.58,0.51,0.17,1.97
1.01,0.64,0.02,0.3,1.97
1.84,0.11,0.0,0.02,1.97
1.22,0.57,0.02,0.15,1.96
0.5,0.5,0.63,0.33,1.96
1.13,0.37,0.41,0.05,1.96
0.18,0.23,1.53,0.02,1.96
0.79,0.03,1.05,0.08,1.96
1.09,0.65,0.02,0.2,1.96
1.3,0.49,0.0,0.16,1.95
0.74,1.01,0.0,0.2,1.95
1.26,0.61,0.0,0.09,1.95
1.09,0.77,0.0,0.09,1.95
1.69,0.2,0.0,0.06,1.95
0.95,0.74,0.0,0.25,1.94
0.49,1.26,0.01,0.18,1.94
1.94,0.0,0.0,0.0,1.94
0.59,1.23,0.0,0.13,1.94
0.96,0.38,0.55,0.05,1.94
1.09,0.15,0.65,0.04,1.94
1.41,0.42,0.03,0.07,1.94
1.42,0.4,0.0,0.12,1.94
1.0,0.72,0.0,0.21,1.93
1.15,0.61,0.0,0.17,1.93
1.1,0.56,0.0,0.27,1.93
1.48,0.39,0.0,0.06,1.93
0.34,0.26,1.3,0.03,1.93
1.06,0.6,0.2,0.07,1.93
1.53,0.24,0.0,0.16,1.93
0.56,0.89,0.1,0.37,1.93
1.51,0.0,0.29,0.12,1.93
0.86,0.87,0.01,0.17,1.92
0.92,0.53,0.41,0.06,1.92
0.73,0.97,0.01,0.22,1.92
0.87,0.85,0.0,0.2,1.92
0.76,0.96,0.0,0.2,1.92
1.03,0.8,0.0,0.09,1.92
0.94,0.73,0.0,0.25,1.92
0.26,0.16,1.46,0.03,1.92
1.06,0.67,0.0,0.18,1.92
0.72,0.16,1.01,0.02,1.91
1.14,0.57,0.0,0.19,1.91
1.3,0.44,0.0,0.17,1.91
0.77,0.78,0.04,0.31,1.91
1.08,0.66,0.0,0.17,1.91
1.03,0.75,0.03,0.09,1.9
0.59,0.92,0.06,0.32,1.9
0.73,0.91,0.03,0.22,1.89
1.56,0.15,0.0,0.18,1.89
0.21,0.3,1.33,0.04,1.89
1.05,0.54,0.03,0.26,1.88
1.37,0.44,0.0,0.08,1.88
0.92,0.72,0.0,0.24,1.88
0.25,0.12,1.48,0.03,1.88
0.89,0.69,0.09,0.21,1.88
1.42,0.36,0.03,0.07,1.88
0.47,0.08,0.0,1.33,1.87
0.96,0.53,0.3,0.09,1.87
0.22,1.47,0.04,0.14,1.87
0.53,0.16,1.07,0.1,1.87
0.73,0.62,0.4,0.12,1.87
0.87,0.52,0.41,0.06,1.86
1.75,0.03,0.0,0.08,1.86
1.12,0.69,0.03,0.02,1.86
0.94,0.44,0.39,0.1,1.86
1.37,0.41,0.04,0.04,1.86
0.0,1.37,0.0,0.49,1.86
0.64,0.92,0.01,0.29,1.86
0.91,0.71,0.0,0.24,1.86
1.34,0.37,0.0,0.15,1.86
0.62,0.42,0.69,0.12,1.86
0.85,0.71,0.13,0.16,1.86
0.61,0.59,0.55,0.11,1.85
1.33,0.49,0.0,0.03,1.85
0.83,0.82,0.0,0.2,1.85
1.26,0.18,0.35,0.06,1.85
0.8,0.19,0.83,0.03,1.85
1.05,0.49,0.08,0.23,1.85
0.0,1.1,0.42,0.33,1.84
0.97,0.34,0.35,0.18,1.84
1.53,0.05,0.0,0.25,1.84
0.83,0.06,0.93,0.0,1.83
1.31,0.49,0.0,0.03,1.83
0.84,0.76,0.0,0.23,1.83
1.33,0.4,0.03,0.07,1.83
0.46,1.02,0.07,0.28,1.83
0.25,0.07,1.49,0.02,1.83
1.09,0.54,0.02,0.17,1.83
0.92,0.33,0.52,0.05,1.83
0.61,0.34,0.79,0.09,1.82
1.24,0.43,0.03,0.12,1.82
1.73,0.07,0.0,0.02,1.82
1.81,0.0,0.0,0.0,1.82
0.91,0.74,0.07,0.09,1.82
0.22,0.21,1.35,0.03,1.81
0.55,0.84,0.11,0.31,1.81
1.05,0.59,0.0,0.18,1.81
1.1,0.51,0.12,0.08,1.81
0.78,0.44,0.56,0.04,1.81
0.88,0.69,0.0,0.23,1.81
1.0,0.03,0.0,0.77,1.8
0.93,0.59,0.21,0.07,1.8
1.66,0.0,0.01,0.13,1.8
1.41,0.21,0.03,0.16,1.8
1.0,0.68,0.0,0.12,1.8
0.49,0.96,0.07,0.27,1.79
1.26,0.39,0.08,0.06,1.79
0.52,0.88,0.06,0.34,1.79
1.05,0.57,0.03,0.14,1.78
1.25,0.29,0.0,0.24,1.78
0.23,0.03,1.49,0.03,1.78
1.12,0.58,0.0,0.08,1.78
0.39,1.01,0.02,0.36,1.78
0.32,0.95,0.36,0.14,1.78
0.45,0.94,0.06,0.33,1.78
0.41,0.46,0.72,0.19,1.78
0.93,0.57,0.14,0.13,1.77
0.85,0.76,0.0,0.16,1.77
1.16,0.45,0.0,0.16,1.77
0.31,0.54,0.84,0.08,1.77
1.59,0.03,0.0,0.15,1.77
0.24,0.09,1.33,0.12,1.77
0.63,0.06,1.03,0.04,1.77
1.19,0.29,0.24,0.06,1.77
1.07,0.45,0.01,0.24,1.77
0.85,0.31,0.56,0.04,1.76
1.27,0.42,0.0,0.07,1.76
1.06,0.54,0.0,0.16,1.76
0.93,0.38,0.4,0.06,1.76
1.02,0.47,0.2,0.07,1.76
0.53,0.12,1.09,0.02,1.76
0.86,0.67,0.0,0.22,1.76
1.23,0.46,0.0,0.07,1.76
0.86,0.67,0.0,0.22,1.76
0.72,0.69,0.04,0.31,1.76
0.68,0.9,0.01,0.17,1.76
1.26,0.47,0.0,0.03,1.76
1.11,0.48,0.0,0.16,1.76
0.52,0.95,0.0,0.29,1.76
0.35,1.07,0.02,0.32,1.76
0.61,0.87,0.02,0.26,1.76
1.68,0.04,0.0,0.04,1.75
0.9,0.37,0.25,0.24,1.75
1.24,0.45,0.0,0.07,1.75
0.06,0.9,0.53,0.27,1.75
1.0,0.54,0.03,0.18,1.75
0.7,0.13,0.91,0.01,1.75
0.94,0.34,0.21,0.27,1.75
0.79,0.14,0.8,0.02,1.75
0.83,0.66,0.08,0.18,1.75
0.85,0.66,0.01,0.22,1.75
1.25,0.46,0.0,0.03,1.75
0.72,0.89,0.04,0.1,1.74
0.63,0.49,0.45,0.17,1.74
0.83,0.63,0.02,0.25,1.74
1.19,0.4,0.0,0.16,1.74
0.69,0.89,0.03,0.14,1.74
0.96,0.61,0.01,0.16,1.74
1.69,0.04,0.0,0.01,1.74
1.66,0.04,0.0,0.04,1.74
0.49,0.88,0.06,0.3,1.74
0.59,0.75,0.13,0.27,1.74
0.67,0.66,0.12,0.27,1.73
0.85,0.66,0.0,0.22,1.73
0.64,0.68,0.14,0.26,1.73
1.48,0.2,0.0,0.05,1.73
0.94,0.62,0.1,0.07,1.73
1.15,0.44,0.0,0.14,1.73
0.95,0.7,0.0,0.08,1.73
1.06,0.52,0.01,0.14,1.73
0.85,0.66,0.0,0.22,1.72
0.61,0.78,0.06,0.27,1.72
0.66,0.78,0.0,0.28,1.72
0.61,0.18,0.0,0.94,1.72
0.7,0.83,0.0,0.19,1.72
0.41,0.98,0.0,0.33,1.72
1.61,0.03,0.0,0.08,1.72
0.8,0.21,0.55,0.15,1.72
0.59,0.87,0.0,0.25,1.71
1.43,0.16,0.0,0.12,1.71
0.99,0.64,0.0,0.08,1.71
1.15,0.41,0.0,0.15,1.71
0.88,0.34,0.32,0.18,1.71
1.09,0.55,0.0,0.07,1.71
0.0,0.0,1.71,0.0,1.71
1.25,0.39,0.0,0.06,1.71
1.58,0.0,0.0,0.12,1.7
0.34,1.08,0.03,0.26,1.7
0.23,0.24,0.0,1.23,1.7
0.99,0.42,0.14,0.15,1.7
0.49,1.12,0.0,0.09,1.7
0.62,0.21,0.79,0.08,1.7
0.0,0.0,1.69,0.01,1.7
0.69,0.83,0.0,0.19,1.7
1.41,0.05,0.0,0.23,1.7
1.22,0.34,0.04,0.1,1.69
1.36,0.18,0.0,0.15,1.69
0.88,0.54,0.02,0.25,1.69
1.01,0.53,0.01,0.14,1.69
0.94,0.64,0.0,0.11,1.69
0.96,0.44,0.08,0.22,1.69
0.55,1.01,0.0,0.13,1.69
1.37,0.28,0.03,0.02,1.69
1.1,0.48,0.04,0.07,1.69
0.87,0.66,0.08,0.08,1.69
0.79,0.71,0.01,0.18,1.69
1.52,0.12,0.0,0.05,1.69
0.98,0.52,0.0,0.19,1.69
0.98,0.42,0.22,0.06,1.69
0.8,0.52,0.07,0.3,1.69
0.9,0.47,0.0,0.32,1.68
0.82,0.64,0.0,0.22,1.68
1.58,0.06,0.0,0.04,1.68
0.9,0.64,0.0,0.15,1.68
0.59,0.24,0.82,0.03,1.68
0.38,0.87,0.33,0.1,1.68
1.67,0.0,0.0,0.0,1.68
1.23,0.3,0.0,0.14,1.68
0.91,0.55,0.04,0.17,1.68
1.18,0.27,0.17,0.06,1.68
0.94,0.57,0.0,0.17,1.67
0.93,0.52,0.0,0.22,1.67
0.45,1.02,0.0,0.2,1.67
1.58,0.05,0.0,0.04,1.67
0.81,0.59,0.01,0.26,1.67
0.43,0.67,0.42,0.15,1.67
1.22,0.39,0.0,0.06,1.67
0.91,0.3,0.42,0.04,1.67
1.09,0.49,0.02,0.07,1.67
0.59,0.95,0.03,0.1,1.67
0.82,0.65,0.0,0.19,1.67
0.97,0.59,0.04,0.07,1.67
1.13,0.32,0.0,0.22,1.67
1.35,0.09,0.0,0.23,1.67
1.08,0.45,0.0,0.14,1.67
0.63,0.66,0.11,0.26,1.66
0.57,0.73,0.06,0.3,1.66
1.0,0.3,0.31,0.04,1.66
0.78,0.61,0.06,0.2,1.66
0.86,0.64,0.01,0.14,1.66
0.81,0.63,0.0,0.21,1.66
0.76,0.7,0.02,0.18,1.66
1.25,0.15,0.03,0.22,1.66
0.96,0.12,0.54,0.04,1.66
1.54,0.1,0.0,0.02,1.65
0.9,0.11,0.6,0.05,1.65
1.06,0.38,0.15,0.05,1.65
0.48,0.68,0.33,0.16,1.65
0.0,0.0,1.65,0.0,1.65
1.09,0.38,0.02,0.16,1.65
0.32,0.02,1.27,0.03,1.64
0.8,0.05,0.76,0.03,1.64
0.76,0.72,0.0,0.16,1.64
1.52,0.1,0.0,0.02,1.64
0.93,0.63,0.0,0.08,1.64
0.74,0.26,0.61,0.03,1.64
0.8,0.63,0.0,0.21,1.64
1.44,0.15,0.0,0.05,1.64
0.54,0.88,0.0,0.22,1.64
1.02,0.48,0.0,0.14,1.64
0.44,0.89,0.05,0.25,1.64
1.54,0.02,0.0,0.07,1.63
0.45,0.96,0.02,0.2,1.63
0.78,0.25,0.56,0.04,1.63
0.58,0.81,0.0,0.24,1.63
0.6,0.73,0.02,0.28,1.63
1.18,0.34,0.0,0.1,1.63
0.71,0.48,0.32,0.11,1.63
1.33,0.14,0.0,0.15,1.63
1.32,0.09,0.0,0.22,1.62
0.59,0.85,0.02,0.17,1.62
0.99,0.41,0.0,0.22,1.62
0.8,0.63,0.01,0.19,1.62
0.82,0.61,0.03,0.15,1.62
0.99,0.04,0.49,0.1,1.62
1.01,0.11,0.45,0.04,1.62
0.9,0.61,0.0,0.11,1.62
0.8,0.38,0.3,0.13,1.61
0.79,0.62,0.0,0.21,1.61
0.92,0.53,0.03,0.13,1.61
0.66,0.27,0.65,0.03,1.61
0.0,0.0,1.61,0.01,1.61
0.98,0.38,0.2,0.04,1.61
0.0,1.18,0.0,0.43,1.61
1.5,0.0,0.0,0.11,1.61
0.79,0.68,0.01,0.13,1.61
0.95,0.48,0.01,0.15,1.6
0.4,0.99,0.0,0.22,1.6
1.3,0.23,0.0,0.07,1.6
0.71,0.69,0.02,0.18,1.6
0.46,0.96,0.09,0.08,1.6
1.49,0.09,0.0,0.02,1.6
0.71,0.48,0.3,0.1,1.6
0.19,0.02,1.36,0.02,1.6
0.58,0.74,0.02,0.26,1.6
1.05,0.44,0.06,0.04,1.6
1.26,0.12,0.0,0.21,1.59
0.01,1.58,0.0,0.0,1.59
1.15,0.36,0.04,0.04,1.59
0.61,0.41,0.46,0.1,1.59
0.58,0.46,0.34,0.21,1.59
1.48,0.09,0.0,0.02,1.59
0.04,1.1,0.32,0.13,1.59
0.92,0.44,0.07,0.15,1.59
0.95,0.5,0.0,0.14,1.59
0.88,0.6,0.0,0.1,1.59
0.47,0.8,0.03,0.29,1.58
0.87,0.56,0.0,0.15,1.58
0.85,0.58,0.0,0.16,1.58
0.81,0.6,0.01,0.17,1.58
0.88,0.6,0.0,0.1,1.58
0.62,0.8,0.01,0.15,1.58
0.94,0.49,0.0,0.15,1.58
0.64,0.76,0.0,0.17,1.58
0.88,0.26,0.34,0.09,1.58
1.06,0.37,0.0,0.15,1.58
0.58,0.44,0.44,0.12,1.58
0.85,0.65,0.0,0.08,1.58
0.1,0.18,0.12,1.16,1.57
0.77,0.6,0.0,0.2,1.57
0.98,0.53,0.0,0.06,1.57
0.95,0.11,0.46,0.04,1.57
0.18,0.64,0.49,0.25,1.56
0.77,0.6,0.0,0.2,1.56
1.07,0.4,0.0,0.1,1.56
0.59,0.14,0.81,0.02,1.56
1.32,0.19,0.0,0.05,1.56
0.58,0.44,0.33,0.21,1.56
0.67,0.17,0.69,0.03,1.56
0.0,0.0,1.56,0.0,1.56
0.68,0.38,0.44,0.05,1.56
0.59,0.75,0.01,0.21,1.56
0.84,0.56,0.0,0.15,1.55
0.72,0.54,0.04,0.25,1.55
0.76,0.59,0.0,0.2,1.55
0.91,0.57,0.0,0.07,1.55
0.79,0.44,0.19,0.14,1.55
0.85,0.47,0.02,0.22,1.55
1.13,0.38,0.02,0.03,1.55
0.57,0.87,0.02,0.09,1.55
0.9,0.53,0.0,0.13,1.55
0.8,0.53,0.0,0.22,1.55
0.6,0.51,0.21,0.23,1.55
1.55,0.0,0.0,0.0,1.55
1.07,0.36,0.0,0.12,1.55
0.69,0.5,0.24,0.11,1.55
1.06,0.35,0.01,0.12,1.54
0.68,0.43,0.29,0.14,1.54
0.71,0.22,0.52,0.1,1.54
0.83,0.44,0.08,0.19,1.54
0.58,0.87,0.0,0.09,1.54
1.4,0.02,0.02,0.1,1.54
0.86,0.52,0.01,0.15,1.54
1.26,0.07,0.0,0.21,1.54
0.85,0.58,0.0,0.1,1.54
0.63,0.69,0.0,0.21,1.53
0.92,0.41,0.0,0.21,1.53
0.71,0.65,0.01,0.17,1.53
0.57,0.79,0.0,0.17,1.53
1.19,0.29,0.0,0.05,1.53
1.44,0.05,0.0,0.04,1.53
0.95,0.43,0.0,0.14,1.53
0.17,1.26,0.0,0.1,1.53
1.09,0.15,0.25,0.04,1.53
0.85,0.58,0.0,0.1,1.53
0.73,0.52,0.15,0.12,1.52
0.94,0.45,0.0,0.13,1.52
0.44,0.69,0.0,0.39,1.52
1.07,0.39,0.0,0.06,1.52
0.36,0.9,0.0,0.27,1.52
1.43,0.05,0.0,0.04,1.52
0.0,0.0,1.52,0.0,1.52
0.18,0.06,1.27,0.01,1.52
1.45,0.04,0.0,0.04,1.52
1.43,0.05,0.0,0.03,1.52
0.5,0.72,0.04,0.26,1.52
0.6,0.63,0.03,0.26,1.52
1.11,0.31,0.06,0.04,1.52
1.26,0.05,0.0,0.21,1.51
1.3,0.09,0.0,0.12,1.51
0.65,0.71,0.0,0.15,1.51
0.84,0.54,0.0,0.13,1.51
0.02,1.16,0.0,0.34,1.51
0.0,0.0,1.51,0.0,1.51
0.93,0.15,0.42,0.01,1.51
0.23,1.16,0.0,0.11,1.51
1.41,0.06,0.0,0.04,1.51
0.35,0.03,0.0,1.13,1.51
1.18,0.27,0.0,0.05,1.51
0.99,0.32,0.11,0.08,1.5
0.64,0.58,0.05,0.23,1.5
0.66,0.52,0.15,0.17,1.5
0.86,0.48,0.0,0.17,1.5
1.41,0.05,0.0,0.04,1.5
0.49,0.78,0.0,0.23,1.5
1.08,0.31,0.0,0.11,1.5
1.19,0.07,0.05,0.2,1.5
1.2,0.27,0.02,0.02,1.5
0.46,0.1,0.92,0.02,1.5
1.0,0.36,0.09,0.05,1.5
0.0,0.0,1.5,0.0,1.5
0.75,0.53,0.09,0.12,1.5
1.13,0.2,0.0,0.16,1.5
1.21,0.14,0.1,0.04,1.5
1.08,0.28,0.0,0.13,1.49
0.72,0.38,0.36,0.04,1.49
1.0,0.43,0.0,0.06,1.49
1.22,0.0,0.0,0.27,1.49
1.0,0.36,0.0,0.13,1.49
0.82,0.36,0.25,0.06,1.49
0.0,1.1,0.0,0.39,1.49
0.82,0.52,0.01,0.14,1.49
0.61,0.73,0.0,0.15,1.49
0.37,0.69,0.28,0.14,1.48
0.43,0.88,0.0,0.18,1.48
0.47,0.37,0.52,0.12,1.48
0.28,0.5,0.65,0.05,1.48
1.2,0.25,0.02,0.02,1.48
0.7,0.35,0.39,0.04,1.48
0.78,0.47,0.03,0.2,1.48
0.72,0.56,0.0,0.19,1.48
1.08,0.2,0.0,0.2,1.48
0.82,0.59,0.0,0.07,1.48
0.39,0.92,0.0,0.17,1.47
0.58,0.55,0.06,0.28,1.47
0.72,0.41,0.14,0.2,1.47
0.62,0.18,0.65,0.02,1.47
1.04,0.37,0.0,0.06,1.47
1.33,0.03,0.01,0.1,1.47
0.45,0.4,0.44,0.18,1.47
0.69,0.2,0.49,0.09,1.47
0.95,0.4,0.0,0.12,1.47
0.78,0.5,0.03,0.15,1.47
1.15,0.2,0.0,0.12,1.47
0.4,0.72,0.02,0.33,1.47
0.29,0.19,0.89,0.1,1.46
1.02,0.38,0.0,0.06,1.46
0.93,0.4,0.02,0.12,1.46
0.81,0.46,0.04,0.15,1.46
0.72,0.56,0.0,0.19,1.46
0.46,0.83,0.0,0.17,1.46
0.81,0.55,0.0,0.1,1.46
0.83,0.48,0.02,0.12,1.46
0.95,0.37,0.1,0.04,1.46
1.36,0.08,0.0,0.02,1.46
0.81,0.55,0.0,0.1,1.46
0.93,0.24,0.25,0.04,1.46
0.63,0.59,0.03,0.21,1.46
0.94,0.4,0.0,0.11,1.46
0.47,0.65,0.06,0.28,1.46
1.17,0.2,0.04,0.05,1.46
0.53,0.58,0.0,0.35,1.46
0.51,0.75,0.07,0.12,1.46
0.37,0.47,0.54,0.07,1.45
0.89,0.44,0.0,0.12,1.45
0.86,0.46,0.0,0.13,1.45
0.75,0.49,0.01,0.21,1.45
0.71,0.55,0.0,0.19,1.45
0.0,1.13,0.0,0.32,1.45
0.54,0.35,0.46,0.1,1.45
0.53,0.76,0.0,0.16,1.45
0.0,0.0,1.44,0.01,1.45
0.0,0.0,1.45,0.0,1.45
0.0,0.0,1.45,0.0,1.45
0.0,0.0,1.44,0.01,1.45
1.24,0.17,0.03,0.01,1.45
0.97,0.34,0.0,0.13,1.45
0.11,0.08,1.24,0.02,1.45
1.38,0.05,0.0,0.02,1.45
0.37,0.9,0.0,0.18,1.45
0.79,0.53,0.0,0.13,1.44
0.04,1.08,0.0,0.32,1.44
0.73,0.42,0.0,0.28,1.44
0.48,0.77,0.0,0.19,1.44
0.26,0.07,1.09,0.02,1.44
0.33,0.79,0.08,0.23,1.44
0.92,0.38,0.0,0.13,1.44
0.92,0.4,0.0,0.12,1.44
1.23,0.07,0.02,0.11,1.44
0.33,0.74,0.05,0.31,1.44
1.03,0.32,0.0,0.09,1.44
0.73,0.5,0.0,0.21,1.44
1.16,0.08,0.0,0.19,1.44
0.8,0.54,0.0,0.09,1.43
0.96,0.37,0.0,0.11,1.43
0.91,0.39,0.0,0.13,1.43
0.85,0.46,0.0,0.13,1.43
0.81,0.48,0.0,0.14,1.43
0.82,0.23,0.35,0.03,1.43
0.0,0.0,1.39,0.03,1.43
0.79,0.54,0.0,0.09,1.43
0.07,0.04,1.3,0.01,1.42
0.7,0.54,0.0,0.18,1.42
0.8,0.41,0.02,0.19,1.42
1.35,0.05,0.0,0.02,1.42
0.89,0.22,0.22,0.1,1.42
1.15,0.08,0.0,0.19,1.42
0.71,0.57,0.0,0.14,1.42
0.57,0.12,0.71,0.02,1.42
0.12,0.0,1.3,0.0,1.42
0.89,0.4,0.0,0.13,1.42
0.63,0.38,0.35,0.05,1.42
0.0,0.21,1.18,0.03,1.42
0.47,0.64,0.06,0.25,1.41
0.58,0.51,0.0,0.32,1.41
0.64,0.63,0.0,0.14,1.41
0.95,0.34,0.0,0.13,1.41
1.09,0.28,0.0,0.04,1.41
0.97,0.34,0.0,0.11,1.41
1.07,0.15,0.0,0.19,1.41
0.97,0.37,0.03,0.05,1.41
0.36,0.45,0.32,0.28,1.41
0.87,0.31,0.13,0.1,1.41
1.02,0.34,0.0,0.05,1.41
0.0,0.47,0.77,0.17,1.41
1.19,0.17,0.0,0.05,1.41
0.69,0.54,0.0,0.18,1.41
0.82,0.47,0.0,0.12,1.4
1.07,0.28,0.0,0.05,1.4
0.38,0.08,0.03,0.93,1.4
1.15,0.2,0.0,0.05,1.4
0.43,0.7,0.01,0.27,1.4
0.74,0.52,0.08,0.06,1.4
0.0,0.0,1.39,0.01,1.4
0.38,0.86,0.0,0.16,1.4
0.03,1.05,0.02,0.3,1.4
0.78,0.53,0.0,0.09,1.39
0.49,0.66,0.02,0.22,1.39
0.34,0.42,0.54,0.1,1.39
1.27,0.02,0.0,0.09,1.39
0.5,0.6,0.07,0.23,1.39
1.19,0.16,0.0,0.03,1.39
1.05,0.17,0.15,0.02,1.39
0.24,0.18,0.91,0.06,1.39
